conference,paper_id,doi,first_page,track,papers_with_this_track,note
33,2404,10.24928/2025/0250,270,"Product Development, Value and Design Management",13,
33,2417,10.24928/2025/0272,282,"Product Development, Value and Design Management",13,
33,2418,10.24928/2025/0273,294,"Product Development, Value and Design Management",13,
33,2315,10.24928/2025/0116,306,Production System Design,8,
33,2333,10.24928/2025/0138,318,Production System Design,8,
33,2395,10.24928/2025/0234,330,Production System Design,8,
33,2397,10.24928/2025/0237,341,Production System Design,8,
33,2340,10.24928/2025/0148,353,Production System Design,8,
33,2320,10.24928/2025/0123,364,Production System Design,8,
33,2325,10.24928/2025/0129,376,Production System Design,8,
33,2349,10.24928/2025/0165,388,Production System Design,8,
33,2309,10.24928/2025/0107,400,Production Planning and Control,21,
33,2396,10.24928/2025/0235,412,Production Planning and Control,21,
33,2310,10.24928/2025/0110,424,Production Planning and Control,21,
33,2328,10.24928/2025/0133,436,Production Planning and Control,21,
33,2383,10.24928/2025/0217,448,Production Planning and Control,21,
33,2433,10.24928/2025/0292,459,Production Planning and Control,21,
33,2391,10.24928/2025/0229,471,Production Planning and Control,21,
33,2380,10.24928/2025/0211,483,Production Planning and Control,21,
33,2437,10.24928/2025/0296,494,Production Planning and Control,21,
33,2412,10.24928/2025/0265,505,Production Planning and Control,21,
33,2410,10.24928/2025/0259,517,Production Planning and Control,21,
33,2401,10.24928/2025/0246,529,Production Planning and Control,21,
33,2305,10.24928/2025/0101,540,Production Planning and Control,21,
33,2408,10.24928/2025/0254,551,Production Planning and Control,21,
33,2347,10.24928/2025/0159,563,Production Planning and Control,21,
33,2422,10.24928/2025/0277,575,Production Planning and Control,21,
33,2322,10.24928/2025/0126,587,Production Planning and Control,21,
33,2398,10.24928/2025/0238,598,Production Planning and Control,21,between two papers of this track
33,2362,10.24928/2025/0187,610,Production Planning and Control,21,
33,2428,10.24928/2025/0287,622,Production Planning and Control,21,
33,2432,10.24928/2025/0291,634,Production Planning and Control,21,
33,2381,10.24928/2025/0214,645,Supply Chain Management,6,
33,2346,10.24928/2025/0158,657,Supply Chain Management,6,
33,2326,10.24928/2025/0130,669,Supply Chain Management,6,
33,2306,10.24928/2025/0102,681,Supply Chain Management,6,
33,2371,10.24928/2025/0198,693,Supply Chain Management,6,
33,2375,10.24928/2025/0204,705,Supply Chain Management,6,
33,2314,10.24928/2025/0115,717,Modular and Off-Site Construction,8,
33,2304,10.24928/2025/0100,729,Modular and Off-Site Construction,8,
33,2402,10.24928/2025/0248,739,Modular and Off-Site Construction,8,
33,2372,10.24928/2025/0199,751,Modular and Off-Site Construction,8,
33,2365,10.24928/2025/0191,763,Modular and Off-Site Construction,8,
33,2387,10.24928/2025/0225,775,Modular and Off-Site Construction,8,
33,2364,10.24928/2025/0189,787,Modular and Off-Site Construction,8,
33,2348,10.24928/2025/0163,799,Modular and Off-Site Construction,8,
33,2360,10.24928/2025/0184,810,Digital Support for Lean Construction,20,
33,2419,10.24928/2025/0274,822,Digital Support for Lean Construction,20,
33,2438,10.24928/2025/0297,834,Digital Support for Lean Construction,20,
33,2379,10.24928/2025/0209,846,Digital Support for Lean Construction,20,
33,2388,10.24928/2025/0226,856,Digital Support for Lean Construction,20,
33,2415,10.24928/2025/0270,869,Digital Support for Lean Construction,20,
33,2403,10.24928/2025/0249,881,Digital Support for Lean Construction,20,
33,2335,10.24928/2025/0141,892,Digital Support for Lean Construction,20,
33,2357,10.24928/2025/0177,905,Digital Support for Lean Construction,20,
33,2386,10.24928/2025/0222,917,Digital Support for Lean Construction,20,
33,2407,10.24928/2025/0253,929,Digital Support for Lean Construction,20,
33,2429,10.24928/2025/0288,941,Digital Support for Lean Construction,20,
33,2368,10.24928/2025/0195,953,Digital Support for Lean Construction,20,
33,2393,10.24928/2025/0231,965,Digital Support for Lean Construction,20,
33,2413,10.24928/2025/0266,976,Digital Support for Lean Construction,20,
33,2332,10.24928/2025/0137,987,Digital Support for Lean Construction,20,
33,2378,10.24928/2025/0207,999,Digital Support for Lean Construction,20,
33,2313,10.24928/2025/0113,1011,Digital Support for Lean Construction,20,
33,2366,10.24928/2025/0192,1023,Digital Support for Lean Construction,20,
33,2369,10.24928/2025/0196,1035,Digital Support for Lean Construction,20,
33,2321,10.24928/2025/0125,1046,"Health, Safety and Quality",7,
33,2373,10.24928/2025/0200,1058,"Health, Safety and Quality",7,
33,2390,10.24928/2025/0228,1070,"Health, Safety and Quality",7,
33,2406,10.24928/2025/0252,1081,"Health, Safety and Quality",7,
33,2370,10.24928/2025/0197,1093,"Health, Safety and Quality",7,
33,2351,10.24928/2025/0168,1102,"Health, Safety and Quality",7,
33,2352,10.24928/2025/0169,1114,"Health, Safety and Quality",7,
33,2356,10.24928/2025/0174,1126,Lean and Green,8,
33,2355,10.24928/2025/0173,1137,Lean and Green,8,
33,2330,10.24928/2025/0135,1149,Lean and Green,8,
33,2342,10.24928/2025/0151,1161,Lean and Green,8,
33,2436,10.24928/2025/0295,1173,Lean and Green,8,
33,2308,10.24928/2025/0106,1185,Lean and Green,8,
33,2416,10.24928/2025/0271,1197,Lean and Green,8,
33,2323,10.24928/2025/0127,1208,Lean and Green,8,
33,2317,10.24928/2025/0119,1219,"People, Culture, and Change",19,
33,2329,10.24928/2025/0134,1231,"People, Culture, and Change",19,
33,2344,10.24928/2025/0154,1243,"People, Culture, and Change",19,
33,2389,10.24928/2025/0227,1255,"People, Culture, and Change",19,
33,2359,10.24928/2025/0180,1266,"People, Culture, and Change",19,
33,2424,10.24928/2025/0279,1274,"People, Culture, and Change",19,
33,2376,10.24928/2025/0205,1286,"People, Culture, and Change",19,
33,2307,10.24928/2025/0105,1298,"People, Culture, and Change",19,
33,2405,10.24928/2025/0251,1309,"People, Culture, and Change",19,
33,2427,10.24928/2025/0284,1321,"People, Culture, and Change",19,
33,2435,10.24928/2025/0294,1333,"People, Culture, and Change",19,
33,2334,10.24928/2025/0140,1345,"People, Culture, and Change",19,
33,2316,10.24928/2025/0118,1357,"People, Culture, and Change",19,
33,2350,10.24928/2025/0167,1368,"People, Culture, and Change",19,
33,2358,10.24928/2025/0179,1380,"People, Culture, and Change",19,
33,2382,10.24928/2025/0215,1392,"People, Culture, and Change",19,
33,2331,10.24928/2025/0136,1404,"People, Culture, and Change",19,
33,2394,10.24928/2025/0232,1416,"People, Culture, and Change",19,
33,2354,10.24928/2025/0171,1428,"People, Culture, and Change",19,
33,2409,10.24928/2025/0255,1440,Learning and Teaching Lean,13,
33,2345,10.24928/2025/0156,1451,Learning and Teaching Lean,13,
33,2353,10.24928/2025/0170,1463,Learning and Teaching Lean,13,
33,2319,10.24928/2025/0121,1474,Learning and Teaching Lean,13,
33,2318,10.24928/2025/0120,1485,Learning and Teaching Lean,13,
33,2374,10.24928/2025/0201,1494,Learning and Teaching Lean,13,
33,2367,10.24928/2025/0194,1506,Learning and Teaching Lean,13,
33,2361,10.24928/2025/0186,1516,Learning and Teaching Lean,13,
33,2425,10.24928/2025/0281,1528,Learning and Teaching Lean,13,
33,2327,10.24928/2025/0131,1540,Learning and Teaching Lean,13,
33,2411,10.24928/2025/0261,1551,Learning and Teaching Lean,13,
33,2392,10.24928/2025/0230,1562,Learning and Teaching Lean,13,
33,2385,10.24928/2025/0219,1573,Learning and Teaching Lean,13,
