url,status,location,content_type,title,found_on,note
https://www.iglc.net/Papers/Details/2509/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-59b5cd20-7c24-4c0d-825b-79240b39b6da.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2515,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2515/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-ad98ed7a-a938-4afb-802f-71f648f5fb4c.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2522,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2522/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-84b0e9c8-b597-4360-8e20-b9b8931e4246.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2534,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2534/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-644eecfc-bd5f-444f-b04e-93ffe8b9036a.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2539,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2539/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-647116e1-faa5-41d1-963c-b4ea7f4c0abb.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2545,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2545/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-5e755319-9a2e-4e92-ac13-d58315d79261.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2547,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2547/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-fe7c8a2e-a6ee-473a-9c1d-ee62eae63a82.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2552,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2552/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-22d51b8f-8694-4740-8175-adee4d6c4071.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2554,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2554/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-a4608156-89e3-4d2b-acf8-414571b1b624.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2555,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2555/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-52f85dc0-b7c8-47fa-b148-0b4016b5143e.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2561,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2561/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-fa7be066-6baf-4bdc-8e2c-7e27537e1987.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2567,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
https://www.iglc.net/Papers/Details/2567/pdf,302,https://iglcstorage.blob.core.windows.net/papers/attachment-2e6a44a9-a69e-4aca-ad7d-caaf413cd4fe.pdf,text/html; charset=utf-8,,https://www.iglc.net/Papers/Conference/36,redirects off site
https://www.iglc.net/Papers/Details/2568,200,,text/html; charset=utf-8,IGLC.net - Details,https://www.iglc.net/Papers/Conference/36,
